month,realtime_label,realtime_interseason,realtime_pmi_3mma,realtime_cpi_change,final_label,final_interseason,final_pmi_3mma,final_cpi_change
2008-06-01,Winter,True,48.93333333333334,-0.00041485944561370225,Autumn,True,49.466666666666676,0.0096106255581343
2008-07-01,Autumn,True,49.46666666666667,0.009013875467795751,Autumn,True,49.93333333333334,0.01593751102353025
2008-08-01,Autumn,True,49.93333333333334,0.016393129377412885,Summer,True,50.03333333333334,0.012196033389672456
2008-09-01,Summer,True,50.03333333333333,0.01278565818359434,Autumn,False,47.800000000000004,0.00017353769188210855
2008-10-01,Autumn,False,47.800000000000004,0.00040814133046263024,Winter,False,44.1,-0.017664541883853246
2008-11-01,Winter,False,44.1,-0.01861903880470228,Winter,False,39.53333333333334,-0.04208099691474554
2008-12-01,Winter,False,39.53333333333334,-0.04348094177701389,Winter,False,36.00000000000001,-0.04975547877689934
2009-01-01,Winter,False,36.0,-0.050315112392468775,Winter,False,34.900000000000006,-0.0384464390897864
2009-02-01,Winter,False,34.9,-0.03859707115975819,Winter,False,34.76666666666667,-0.01091454329945174
2009-03-01,Winter,False,34.766666666666666,-0.009239981187873836,Winter,False,35.900000000000006,-0.004242507651085248
2009-04-01,Winter,False,35.9,-0.0037045570301860176,Winter,False,37.400000000000006,-0.004627384053545791
2009-05-01,Winter,False,37.4,-0.004685724767559352,Winter,False,39.733333333333334,-0.010242246365266827
2009-06-01,Winter,False,39.733333333333334,-0.010772252464377297,Winter,False,42.56666666666667,-0.007826958505485315
2009-07-01,Winter,False,42.56666666666667,-0.007404289042482026,Winter,False,45.5,-0.013824365793855709
2009-08-01,Winter,False,45.5,-0.012746060309011265,Winter,True,48.866666666666674,-0.004680740704715913
2009-09-01,Winter,True,48.86666666666667,-0.004320655446974797,Spring,True,51.46666666666667,-0.0014876824467555672
2009-10-01,Spring,True,51.46666666666667,-0.0013240212858854905,Summer,False,53.73333333333334,0.017347927095619387
2009-11-01,Summer,False,53.73333333333333,0.016618639554605852,Summer,False,53.966666666666676,0.03398422740797691
2009-12-01,Summer,False,53.96666666666667,0.03309753923658365,Summer,False,54.73333333333334,0.041920659860948395
2010-01-01,Summer,False,54.73333333333334,0.04137684092511662,Summer,False,55.63333333333333,0.028450796831770542
2010-02-01,Summer,False,55.63333333333333,0.028742940995373,Summer,False,56.6,0.0023674918339560147
2010-03-01,Summer,False,56.6,0.003658687108364367,Spring,False,58.166666666666664,-0.005279516838803788
2010-04-01,Spring,False,58.166666666666664,-0.003928234263346653,Spring,False,58.833333333333336,-0.004143406364462754
2010-05-01,Spring,False,58.833333333333336,-0.004142643726764428,Spring,False,59.900000000000006,-0.001477874286479608
2010-06-01,Spring,False,59.9,-0.002552597765900444,Spring,False,58.76666666666667,-0.011646108452593618
2010-07-01,Spring,False,58.76666666666667,-0.012867397219217924,Spring,False,57.13333333333335,-0.008659922720483326
2010-08-01,Spring,False,57.13333333333333,-0.009265612106665877,Spring,False,56.0,-0.008533713897073136
2010-09-01,Spring,False,56.0,-0.007604597103470612,Spring,False,55.400000000000006,-3.2483468354493894e-05
2010-10-01,Summer,False,55.4,0.0003475899994309639,Spring,False,55.866666666666674,-0.0017408333155064515
2010-11-01,Spring,False,55.86666666666667,-0.0014873890362456788,Spring,False,55.96666666666667,-0.0006563276291091658
2010-12-01,Spring,False,55.96666666666667,-0.0014410250583511974,Summer,False,57.333333333333336,0.0031948077498475946
2011-01-01,Summer,False,57.333333333333336,0.0025413128553846143,Summer,False,58.63333333333333,0.005340883425715148
2011-02-01,Summer,False,58.633333333333326,0.0049075341615383294,Summer,False,60.23333333333334,0.010403533967328071
2011-03-01,Summer,False,60.23333333333333,0.01111232819602126,Summer,False,61.13333333333335,0.01181448488136172
2011-04-01,Summer,False,61.133333333333326,0.013072333083828713,Summer,False,61.0,0.01376450953283892
2011-05-01,Summer,False,61.0,0.014709855284749995,Summer,False,58.366666666666674,0.013340737075633546
2011-06-01,Summer,False,58.36666666666667,0.012797887141718256,Summer,False,56.400000000000006,0.008830766402819323
2011-07-01,Summer,False,56.4,0.007286348690469957,Summer,False,53.23333333333333,0.005026465322127471
2011-08-01,Summer,False,53.23333333333333,0.004577339193746921,Summer,False,52.26666666666667,0.002960241498115801
2011-09-01,Summer,False,52.26666666666666,0.003165253974531046,Summer,True,51.03333333333334,0.003103035421826439
2011-10-01,Summer,True,51.03333333333333,0.0047403461064829955,Spring,True,51.0,-0.0005761284633556407
2011-11-01,Spring,True,51.0,-0.00027115964607227205,Spring,True,51.70000000000001,-0.0030356381612635097
2011-12-01,Spring,True,51.70000000000001,-0.0034850878346075476,Spring,False,52.46666666666667,-0.00750554854399299
2012-01-01,Spring,False,52.46666666666667,-0.009245257517309646,Spring,False,53.56666666666667,-0.005135017926785501
2012-02-01,Spring,False,53.56666666666666,-0.006273407538932352,Spring,False,53.46666666666667,-0.005532537722343411
2012-03-01,Spring,False,53.46666666666667,-0.005570016555989987,Spring,False,53.300000000000004,-0.0047919155708728844
2012-04-01,Spring,False,53.300000000000004,-0.0035729299809836856,Spring,False,53.53333333333334,-0.007356029638506456
2012-05-01,Spring,False,53.53333333333333,-0.006292124166370483,Spring,False,53.9,-0.011602355048813129
2012-06-01,Spring,False,53.9,-0.01160998551678305,Spring,False,52.666666666666664,-0.009290048330344636
2012-07-01,Spring,False,52.666666666666664,-0.00964029577560832,Spring,True,51.0,-0.008556518942883784
2012-08-01,Spring,True,51.0,-0.008749383781121,Winter,True,49.70000000000001,-0.0005200802198395138
2012-09-01,Winter,True,49.699999999999996,-0.0003769158161663899,Summer,True,50.300000000000004,0.002958464499843272
2012-10-01,Summer,True,50.300000000000004,0.003212464393664627,Summer,True,50.93333333333334,0.00738166579690458
2012-11-01,Summer,True,50.93333333333334,0.007586566789875793,Summer,True,50.900000000000006,0.001100847879105027
2012-12-01,Summer,True,50.9,0.0007150166249039192,Spring,True,50.466666666666676,-0.0019021191859240894
2013-01-01,Spring,True,50.46666666666667,-0.0026483583528502663,Spring,True,50.93333333333334,-0.004716162974386373
2013-02-01,Spring,True,50.93333333333334,-0.005803625612392116,Summer,False,52.5,0.002221207868648545
2013-03-01,Summer,False,52.5,0.0020752062736240084,Spring,False,52.866666666666674,-0.00240757738564934
2013-04-01,Spring,False,52.866666666666674,-0.002803790641285664,Spring,False,52.06666666666667,-0.00545253714521432
2013-05-01,Spring,False,52.06666666666666,-0.004718250273861413,Spring,True,50.333333333333336,-0.006277516623377721
2013-06-01,Spring,True,50.333333333333336,-0.005868482691503862,Summer,True,50.20000000000001,0.0019704628603225416
2013-07-01,Summer,True,50.199999999999996,0.0027536867033832735,Summer,True,51.76666666666667,0.00746663757838939
2013-08-01,Summer,True,51.76666666666667,0.008518208695738494,Summer,False,54.0,0.0014842066068057047
2013-09-01,Summer,False,54.0,0.00129470979403834,Spring,False,55.76666666666667,-0.006210594189820728
2013-10-01,Spring,False,55.76666666666667,-0.005797080926032372,Spring,False,56.1,-0.010086726619246589
2013-11-01,Spring,False,56.1,-0.010152646336888393,Spring,False,56.63333333333333,-0.003059392924048332
2013-12-01,Spring,False,56.633333333333326,-0.003028940786507839,Summer,False,56.900000000000006,0.004181042585825301
2014-01-01,Summer,False,56.9,0.0031412482635506667,Summer,False,55.199999999999996,0.00680959652083768
2014-02-01,Summer,False,55.199999999999996,0.006419838612340634,Spring,False,53.83333333333334,-0.0011239556142295104
2014-03-01,Spring,False,53.833333333333336,-0.0012481860101243303,Summer,False,52.73333333333334,0.0009985654718347448
2014-04-01,Summer,False,52.73333333333333,0.00023802465862621247,Summer,False,53.93333333333334,0.004573665080312539
2014-05-01,Summer,False,53.93333333333334,0.004009256255445903,Summer,False,54.66666666666668,0.010464730523073174
2014-06-01,Summer,False,54.666666666666664,0.01031452285361767,Summer,False,55.199999999999996,0.004462867806536153
2014-07-01,Summer,False,55.199999999999996,0.005393546725633858,Spring,False,55.93333333333334,-0.0004088743327557154
2014-08-01,Summer,False,55.93333333333333,0.00034160925154957944,Spring,False,57.13333333333333,-0.004518493387829059
2014-09-01,Spring,False,57.13333333333333,-0.004249463136009046,Spring,False,57.56666666666667,-0.003749307234712118
2014-10-01,Spring,False,57.56666666666666,-0.004112750455562697,Spring,False,58.20000000000001,-0.003646961681792682
2014-11-01,Spring,False,58.199999999999996,-0.0034544222025063576,Spring,False,58.1,-0.004835733589761082
2014-12-01,Spring,False,58.1,-0.004299686245267997,Spring,False,57.73333333333334,-0.010309295791608886
2015-01-01,Spring,False,57.73333333333333,-0.010013736584801647,Spring,False,55.900000000000006,-0.018394726803567574
2015-02-01,Spring,False,55.9,-0.01837791872005745,Spring,False,53.96666666666667,-0.013185564522560034
2015-03-01,Spring,False,53.96666666666667,-0.013664652728946569,Spring,False,52.63333333333333,-0.006751526763861926
2015-04-01,Spring,False,52.63333333333333,-0.006973963135292638,Summer,True,51.96666666666667,0.0012589998881151754
2015-05-01,Summer,True,51.96666666666667,0.0008259944626222149,Summer,True,51.93333333333334,0.001220646811795012
2015-06-01,Summer,True,51.93333333333334,0.001064154303404674,Summer,False,52.6,0.0020160309417892597
2015-07-01,Summer,False,52.6,0.00205744467502067,Summer,False,53.0,0.0032971710043485647
2015-08-01,Summer,False,53.0,0.0032091487263204987,Summer,False,52.43333333333334,0.0020627058029019096
2015-09-01,Summer,False,52.43333333333334,0.001856892929415599,Spring,True,51.33333333333334,-0.001707288481208824
2015-10-01,Spring,True,51.333333333333336,-0.0020978891992390336,Spring,True,50.466666666666676,-0.0009806955037043874
2015-11-01,Spring,True,50.46666666666667,-0.0009014917798055855,Autumn,True,49.63333333333335,0.0019501441838403188
2015-12-01,Autumn,True,49.63333333333333,0.0022050811294802575,Autumn,True,48.900000000000006,0.00629881789902309
2016-01-01,Autumn,True,48.9,0.006867418649552426,Autumn,True,48.26666666666667,0.011098859420238805
2016-02-01,Autumn,True,48.26666666666667,0.012165708500823769,Autumn,True,48.56666666666667,0.004109593620941432
2016-03-01,Autumn,True,48.56666666666666,0.005348424952055897,Autumn,True,49.83333333333334,0.0025289134501571553
2016-04-01,Autumn,True,49.833333333333336,0.002069180316304431,Spring,True,50.699999999999996,-0.0006487675234090329
2016-05-01,Spring,True,50.699999999999996,-0.0020181485056540716,Summer,True,51.300000000000004,0.0023119888311196046
2016-06-01,Summer,True,51.29999999999999,0.0009615820375667994,Summer,True,51.76666666666667,0.0018767043824374774
2016-07-01,Summer,True,51.76666666666667,0.0018083056116140472,Spring,False,52.366666666666674,-0.0030426240730165866
2016-08-01,Spring,False,52.36666666666667,-0.002593335849640832,Spring,True,51.73333333333334,-0.00023160602558935928
2016-09-01,Summer,True,51.73333333333334,0.0002488529854509647,Summer,True,51.166666666666664,0.004693580853692758
2016-10-01,Summer,True,51.166666666666664,0.004329924693782239,Summer,True,50.93333333333334,0.008175616231918204
2016-11-01,Summer,True,50.93333333333334,0.007716454044743193,Summer,False,52.20000000000001,0.006290176124132074
2016-12-01,Summer,False,52.20000000000001,0.0060488504769002915,Summer,False,53.20000000000001,0.00502154291346768
2017-01-01,Summer,False,53.199999999999996,0.006174712214439326,Summer,False,54.56666666666667,0.008244683820134657
2017-02-01,Summer,False,54.56666666666666,0.009007952257191087,Summer,False,56.06666666666667,0.01126028209350527
2017-03-01,Summer,False,56.06666666666666,0.010966246854879014,Summer,False,56.966666666666676,0.0039039732504715374
2017-04-01,Summer,False,56.96666666666667,0.002915629668314157,Spring,False,56.56666666666667,-0.003341698763417167
2017-05-01,Spring,False,56.56666666666666,-0.003442264953096963,Spring,False,55.63333333333333,-0.009540185145674451
2017-06-01,Spring,False,55.63333333333333,-0.009222193061234174,Spring,False,55.833333333333336,-0.00800630426600013
2017-07-01,Spring,False,55.833333333333336,-0.007371688757338735,Spring,False,56.333333333333336,-0.0045111612125878775
2017-08-01,Spring,False,56.333333333333336,-0.004675967437516082,Summer,False,57.63333333333333,0.0007177839053500445
2017-09-01,Summer,False,57.633333333333326,0.0005730756115556179,Summer,False,58.63333333333333,0.005399994204120517
2017-10-01,Summer,False,58.633333333333326,0.005808318407263036,Summer,False,59.43333333333334,0.002956504024758777
2017-11-01,Summer,False,59.43333333333334,0.0031607361470522566,Summer,False,59.23333333333334,0.002443723069985859
2017-12-01,Summer,False,59.23333333333333,0.0029606057984667977,Spring,False,58.866666666666674,-0.0005063451081892545
2018-01-01,Spring,False,58.866666666666674,-0.0010930624474467798,Summer,False,59.00000000000001,0.0013056111493146005
2018-02-01,Summer,False,59.0,0.0010366533406713785,Summer,False,59.866666666666674,0.0009097506679629497
2018-03-01,Summer,False,59.866666666666674,0.0005837837717734828,Summer,False,59.73333333333334,0.0020101904509768342
2018-04-01,Summer,False,59.73333333333333,0.0024590044243810727,Summer,False,59.13333333333333,0.003196774340413544
2018-05-01,Summer,False,59.133333333333326,0.0028995344161686365,Summer,False,58.43333333333334,0.005184526767506359
2018-06-01,Summer,False,58.43333333333334,0.004556239081751734,Summer,False,58.73333333333334,0.00476600928944082
2018-07-01,Summer,False,58.73333333333333,0.004395221475194111,Summer,False,59.00000000000001,0.0038312848345662953
2018-08-01,Summer,False,59.0,0.004587294845677992,Spring,False,59.866666666666674,-0.001389977509682394
2018-09-01,Spring,False,59.866666666666674,-0.00031268484555768694,Spring,False,59.73333333333334,-0.004754955877851907
2018-10-01,Spring,False,59.73333333333333,-0.005231515791368935,Spring,False,59.6,-0.00362092315343876
2018-11-01,Spring,False,59.6,-0.003543421013119774,Spring,False,58.93333333333334,-0.004955952792064844
2018-12-01,Spring,False,58.93333333333334,-0.004756010821602041,Spring,False,57.1,-0.003296742014687215
2019-01-01,Spring,False,57.1,-0.003281486999293648,Spring,False,56.73333333333333,-0.010044431123889197
2019-02-01,Spring,False,56.73333333333333,-0.009947683517623984,Spring,False,55.03333333333334,-0.006284670425355854
2019-03-01,Spring,False,55.03333333333334,-0.0069323148814546265,Spring,False,55.366666666666674,-0.0011919455303370796
2019-04-01,Spring,False,55.366666666666674,-0.0008138892785580776,Summer,False,54.1,0.005129941123799275
2019-05-01,Summer,False,54.1,0.004787562271524548,Summer,False,53.400000000000006,0.0027704902022842592
2019-06-01,Summer,False,53.4,0.002975620021840264,Spring,False,52.20000000000001,-0.0021199145691634946
2019-07-01,Spring,False,52.20000000000001,-0.0020287608431266424,Spring,True,51.66666666666668,-0.0017425213517199278
2019-08-01,Spring,True,51.666666666666664,-0.0018714011202349834,Spring,True,50.66666666666668,-0.0005826934469397305
2019-09-01,Spring,True,50.666666666666664,-0.0004374365155876969,Autumn,True,49.366666666666674,0.0001330280964910724
2019-10-01,Autumn,True,49.366666666666674,0.0006446204956975787,Winter,True,48.400000000000006,-0.0009235763541843856
2019-11-01,Winter,True,48.4,-0.00043004867491491794,Autumn,True,48.06666666666667,0.0035464918419627622
2019-12-01,Autumn,True,48.06666666666666,0.002925845144695627,Autumn,True,48.06666666666667,0.006350297659232895
2020-01-01,Autumn,True,48.06666666666666,0.005609692860536031,Autumn,True,48.93333333333334,0.008657942772265725
2020-02-01,Autumn,True,48.93333333333334,0.007214405092645926,Autumn,True,49.6,0.0024902628489660295
2020-03-01,Autumn,True,49.599999999999994,0.0027505878919702464,Spring,True,50.03333333333334,-0.008254875056715294
2020-04-01,Spring,True,50.03333333333333,-0.007737467257932451,Winter,False,46.900000000000006,-0.022867206828040887
2020-05-01,Winter,False,46.9,-0.021065141829254452,Winter,False,44.56666666666667,-0.021431153761746646
2020-06-01,Winter,False,44.56666666666666,-0.020825724149913016,Winter,False,45.73333333333334,-0.007773836811078683
2020-07-01,Winter,False,45.73333333333333,-0.008088599814975117,Autumn,True,49.966666666666676,0.006838174685486864
2020-08-01,Autumn,True,49.96666666666667,0.006531751712625988,Summer,False,54.26666666666667,0.010828685459675302
2020-09-01,Summer,False,54.26666666666667,0.010859971572054317,Summer,False,55.20000000000001,0.006743666080543331
2020-10-01,Summer,False,55.199999999999996,0.006997658607036161,Summer,False,56.900000000000006,0.002335215802773627
2020-11-01,Summer,False,56.9,0.0017425910905286557,Spring,False,57.400000000000006,-0.0010532463571180095
2020-12-01,Spring,False,57.4,-0.0016065975102177443,Spring,False,59.1,-0.0007060375965943777
2021-01-01,Spring,False,59.1,-0.0012036841700908685,Summer,False,58.900000000000006,0.0014345737083307775
2021-02-01,Summer,False,58.9,0.001752963668724572,Summer,False,60.00000000000001,0.004940715653301009
2021-03-01,Summer,False,60.0,0.0053684780049938485,Summer,False,61.400000000000006,0.013473996504862473
2021-04-01,Summer,False,61.4,0.013371819338028779,Summer,False,62.06666666666666,0.027592334016603326
2021-05-01,Summer,False,62.06666666666666,0.027831397487923626,Summer,False,62.20000000000001,0.032484403102969406
2021-06-01,Summer,False,62.20000000000001,0.03250850742432121,Summer,False,60.833333333333336,0.026278138382858085
2021-07-01,Summer,False,60.833333333333336,0.026871859923143226,Summer,False,60.43333333333334,0.01112092265948661
2021-08-01,Summer,False,60.43333333333334,0.011294590881095745,Summer,False,60.0,0.002337582123263404
2021-09-01,Summer,False,60.0,0.002759701796004377,Summer,False,60.166666666666664,0.0005558297059913286
2021-10-01,Summer,False,60.166666666666664,0.0005279526853247951,Summer,False,60.6,0.009898730089888286
2021-11-01,Summer,False,60.6,0.009609268910939717,Summer,False,61.0,0.01749955101906897
2021-12-01,Summer,False,61.0,0.016779915172278947,Summer,False,60.23333333333333,0.01823124694116407
2022-01-01,Summer,False,60.23333333333333,0.017461103588352733,Summer,False,59.166666666666664,0.013237633366697699
2022-02-01,Summer,False,59.166666666666664,0.012889936440916294,Summer,False,58.333333333333336,0.010353083628169557
2022-03-01,Summer,False,58.333333333333336,0.010836523936589071,Summer,False,57.76666666666667,0.01397864680948313
2022-04-01,Summer,False,57.76666666666667,0.014610440306022321,Summer,False,57.03333333333334,0.00672945043809392
2022-05-01,Summer,False,57.03333333333333,0.006982048872655522,Summer,False,56.199999999999996,0.006008924291242446
2022-06-01,Summer,False,56.199999999999996,0.006043884578156522,Summer,False,54.833333333333336,0.004071561370919463
2022-07-01,Summer,False,54.833333333333336,0.004376342403553446,Summer,False,53.96666666666667,0.0023082595695287367
2022-08-01,Summer,False,53.96666666666666,0.0025799044728098686,Spring,False,52.86666666666667,-0.003155920174232385
2022-09-01,Spring,False,52.86666666666667,-0.0026717825257280836,Spring,False,52.166666666666664,-0.00787254206679977
2022-10-01,Spring,False,52.166666666666664,-0.007728103742455916,Spring,True,51.29999999999999,-0.007037627700370974
2022-11-01,Spring,True,51.29999999999999,-0.007190146556845356,Spring,True,50.03333333333334,-0.010997227216848371
2022-12-01,Spring,True,50.03333333333333,-0.011313561590270416,Winter,True,49.199999999999996,-0.01787506494068669
2023-01-01,Winter,True,49.199999999999996,-0.01801728112725809,Winter,True,48.26666666666667,-0.014316354397329034
2023-02-01,Winter,True,48.26666666666667,-0.014153364590726802,Winter,False,47.833333333333336,-0.011650357183969007
2023-03-01,Winter,False,47.833333333333336,-0.01148910503323508,Winter,False,47.133333333333326,-0.014868810394671916
2023-04-01,Winter,False,47.133333333333326,-0.014580200267865218,Winter,False,47.03333333333333,-0.013770986388357276
2023-05-01,Winter,False,47.03333333333333,-0.01389964703984048,Winter,False,46.76666666666667,-0.018259695067520454
2023-06-01,Winter,False,46.76666666666667,-0.018575940419681247,Winter,False,46.666666666666664,-0.018471022898928657
2023-07-01,Winter,False,46.666666666666664,-0.01894916990907558,Winter,False,46.43333333333334,-0.016623306106960722
2023-08-01,Winter,False,46.43333333333334,-0.016581160695479102,Winter,False,46.666666666666664,-0.004093464278797532
2023-09-01,Winter,False,46.666666666666664,-0.004213398145102909,Autumn,False,47.666666666666664,0.006165895651221609
2023-10-01,Autumn,False,47.666666666666664,0.005978990342176971,Winter,False,47.76666666666667,-0.00036483358567118707
2023-11-01,Winter,False,47.76666666666667,-0.0006671967037945592,Winter,False,47.46666666666667,-0.005891585289141021
2023-12-01,Winter,False,47.46666666666667,-0.005865852993315768,Winter,False,46.833333333333336,-0.003712966954089625
2024-01-01,Winter,False,46.833333333333336,-0.003921333524485648,Winter,False,47.63333333333333,-0.0016292292337560799
2024-02-01,Winter,False,47.63333333333333,-0.0013980659024563913,Autumn,True,48.0,0.00023727867057510288
2024-03-01,Autumn,True,48.0,0.00026261047573417073,Autumn,True,49.06666666666666,0.0017092496937336499
2024-04-01,Autumn,True,49.06666666666666,0.0015197152461376984,Autumn,True,49.1,0.0027245213973410287
2024-05-01,Autumn,True,49.1,0.002517502940431182,Autumn,True,49.4,0.0008720444235441605
2024-06-01,Autumn,True,49.4,0.0008446716341730109,Winter,True,48.800000000000004,-0.005165769634365658
2024-07-01,Winter,True,48.800000000000004,-0.004995027070935132,Winter,True,48.0,-0.00419319332661372
2024-08-01,Winter,True,48.0,-0.004341654049855759,Winter,False,47.5,-0.0063713409331107584
2024-09-01,Winter,False,47.5,-0.006589832129491491,Winter,False,47.06666666666666,-0.005437749171054218
2024-10-01,Winter,False,47.06666666666666,-0.005681150572784954,Winter,False,46.96666666666667,-0.0036263173968695828
2024-11-01,Winter,False,46.96666666666667,-0.003472401530036251,Autumn,False,47.36666666666667,0.0011232797059279598
2024-12-01,Autumn,False,47.36666666666667,0.001413523495886304,Autumn,True,48.03333333333333,0.004442079359683104
2025-01-01,Autumn,True,48.03333333333334,0.004890797993492679,Autumn,True,49.5,0.004121342540286177
2025-02-01,Autumn,True,49.5,0.004280090160343919,Summer,True,50.133333333333326,0.0008211098647650239
2025-03-01,Summer,True,50.133333333333326,0.001001019726725838,Spring,True,50.06666666666666,-0.004887095047044321
2025-04-01,Spring,True,50.06666666666666,-0.004667810047785492,Winter,True,49.333333333333336,-0.0066559007764213085
2025-05-01,Winter,True,49.333333333333336,-0.006656659950812216,Winter,True,48.73333333333333,-0.004243183403932482
2025-06-01,Winter,True,48.73333333333333,-0.004383362861670292,Autumn,True,48.73333333333333,0.0029847240310467704
2025-07-01,Autumn,True,48.73333333333333,0.0026709805381659457,Autumn,True,48.5,0.00417229821909304
2025-08-01,Autumn,True,48.5,0.0039805476172556364,Autumn,True,48.56666666666666,0.0056132663566352825
2025-09-01,Autumn,True,48.56666666666666,0.0056328553794371405,Autumn,True,48.6,0.0034211771880310327
2025-10-01,Autumn,True,48.6,0.0035001630832776076,,,,
2025-11-01,Autumn,True,48.833333333333336,0.0035001630832776076,Autumn,True,48.666666666666664,0.002456815761963771
2025-12-01,Autumn,True,48.666666666666664,0.0026822407195878917,Autumn,True,48.26666666666667,0.0006367030013676445
2026-01-01,Autumn,True,48.26666666666667,0.0008844044035341003,Winter,True,49.56666666666666,-0.0019389184516342972
2026-02-01,Winter,True,49.56666666666666,-0.0019389184516342972,Spring,True,50.96666666666667,-0.0032371054066941962
2026-03-01,Spring,True,50.96666666666667,-0.0032371054066941962,Summer,False,52.56666666666666,0.0031794353805529862
2026-04-01,Summer,False,52.56666666666666,0.0031794353805529862,Summer,False,52.6,0.011183471691543767
2026-05-01,Summer,False,52.6,0.011183471691543767,Summer,False,53.13333333333333,0.016054435689861535
2026-06-01,Summer,False,53.13333333333333,0.016054435689861535,Summer,False,53.333333333333336,0.004063242671950018
