indicator,target_month,release_date,value,release_known
ISM_PMI,1990-10-01,1990-11-01,43.2,True
ISM_PMI,1990-11-01,1990-12-01,41.3,True
ISM_PMI,1990-12-01,1991-01-01,40.8,True
ISM_PMI,1991-01-01,1991-02-01,39.2,True
ISM_PMI,1991-02-01,1991-03-01,39.4,True
ISM_PMI,1991-03-01,1991-04-01,40.7,True
ISM_PMI,1991-04-01,1991-05-01,42.8,True
ISM_PMI,1991-05-01,1991-06-01,44.5,True
ISM_PMI,1991-06-01,1991-07-01,50.3,True
ISM_PMI,1991-07-01,1991-08-01,50.6,True
ISM_PMI,1991-08-01,1991-09-01,52.9,True
ISM_PMI,1991-09-01,1991-10-01,54.9,True
ISM_PMI,1991-10-01,1991-11-01,53.1,True
ISM_PMI,1991-11-01,1991-12-01,49.5,True
ISM_PMI,1991-12-01,1992-01-01,46.8,True
ISM_PMI,1992-01-01,1992-02-01,47.3,True
ISM_PMI,1992-02-01,1992-03-01,52.7,True
ISM_PMI,1992-03-01,1992-04-01,54.6,True
ISM_PMI,1992-04-01,1992-05-01,52.6,True
ISM_PMI,1992-05-01,1992-06-01,55.7,True
ISM_PMI,1992-06-01,1992-07-01,53.6,True
ISM_PMI,1992-07-01,1992-08-01,53.9,True
ISM_PMI,1992-08-01,1992-09-01,53.4,True
ISM_PMI,1992-09-01,1992-10-01,49.7,True
ISM_PMI,1992-10-01,1992-11-01,50.3,True
ISM_PMI,1992-11-01,1992-12-01,53.6,True
ISM_PMI,1992-12-01,1993-01-01,54.2,True
ISM_PMI,1993-01-01,1993-02-01,55.8,True
ISM_PMI,1993-02-01,1993-03-01,55.2,True
ISM_PMI,1993-03-01,1993-04-01,53.5,True
ISM_PMI,1993-04-01,1993-05-01,50.2,True
ISM_PMI,1993-05-01,1993-06-01,51.2,True
ISM_PMI,1993-06-01,1993-07-01,49.6,True
ISM_PMI,1993-07-01,1993-08-01,50.2,True
ISM_PMI,1993-08-01,1993-09-01,50.7,True
ISM_PMI,1993-09-01,1993-10-01,50.8,True
ISM_PMI,1993-10-01,1993-11-01,53.4,True
ISM_PMI,1993-11-01,1993-12-01,53.8,True
ISM_PMI,1993-12-01,1994-01-01,55.6,True
ISM_PMI,1994-01-01,1994-02-01,56.0,True
ISM_PMI,1994-02-01,1994-03-01,56.5,True
ISM_PMI,1994-03-01,1994-04-01,56.9,True
ISM_PMI,1994-04-01,1994-05-01,57.4,True
ISM_PMI,1994-05-01,1994-06-01,58.2,True
ISM_PMI,1994-06-01,1994-07-01,58.8,True
ISM_PMI,1994-07-01,1994-08-01,58.5,True
ISM_PMI,1994-08-01,1994-09-01,58.0,True
ISM_PMI,1994-09-01,1994-10-01,59.0,True
ISM_PMI,1994-10-01,1994-11-01,59.4,True
ISM_PMI,1994-11-01,1994-12-01,59.2,True
ISM_PMI,1994-12-01,1995-01-01,56.1,True
ISM_PMI,1995-01-01,1995-02-01,57.4,True
ISM_PMI,1995-02-01,1995-03-01,55.1,True
ISM_PMI,1995-03-01,1995-04-01,52.1,True
ISM_PMI,1995-04-01,1995-05-01,51.5,True
ISM_PMI,1995-05-01,1995-06-01,46.7,True
ISM_PMI,1995-06-01,1995-07-01,45.9,True
ISM_PMI,1995-07-01,1995-08-01,50.7,True
ISM_PMI,1995-08-01,1995-09-01,47.1,True
ISM_PMI,1995-09-01,1995-10-01,48.1,True
ISM_PMI,1995-10-01,1995-11-01,46.7,True
ISM_PMI,1995-11-01,1995-12-01,45.9,True
ISM_PMI,1995-12-01,1996-01-01,46.2,True
ISM_PMI,1996-01-01,1996-02-01,45.5,True
ISM_PMI,1996-02-01,1996-03-01,45.9,True
ISM_PMI,1996-03-01,1996-04-01,46.9,True
ISM_PMI,1996-04-01,1996-05-01,49.3,True
ISM_PMI,1996-05-01,1996-06-01,49.1,True
ISM_PMI,1996-06-01,1996-07-01,53.6,True
ISM_PMI,1996-07-01,1996-08-01,49.7,True
ISM_PMI,1996-08-01,1996-09-01,51.6,True
ISM_PMI,1996-09-01,1996-10-01,51.1,True
ISM_PMI,1996-10-01,1996-11-01,50.5,True
ISM_PMI,1996-11-01,1996-12-01,53.0,True
ISM_PMI,1996-12-01,1997-01-01,55.2,True
ISM_PMI,1997-01-01,1997-02-01,53.8,True
ISM_PMI,1997-02-01,1997-03-01,53.1,True
ISM_PMI,1997-03-01,1997-04-01,53.8,True
ISM_PMI,1997-04-01,1997-05-01,53.7,True
ISM_PMI,1997-05-01,1997-06-01,56.1,True
ISM_PMI,1997-06-01,1997-07-01,54.9,True
ISM_PMI,1997-07-01,1997-08-01,57.7,True
ISM_PMI,1997-08-01,1997-09-01,56.3,True
ISM_PMI,1997-09-01,1997-10-01,53.9,True
ISM_PMI,1997-10-01,1997-11-01,56.4,True
ISM_PMI,1997-11-01,1997-12-01,55.7,True
ISM_PMI,1997-12-01,1998-01-01,54.5,True
ISM_PMI,1998-01-01,1998-02-01,53.8,True
ISM_PMI,1998-02-01,1998-03-01,52.9,True
ISM_PMI,1998-03-01,1998-04-01,52.9,True
ISM_PMI,1998-04-01,1998-05-01,52.2,True
ISM_PMI,1998-05-01,1998-06-01,50.9,True
ISM_PMI,1998-06-01,1998-07-01,48.9,True
ISM_PMI,1998-07-01,1998-08-01,49.2,True
ISM_PMI,1998-08-01,1998-09-01,49.3,True
ISM_PMI,1998-09-01,1998-10-01,48.7,True
ISM_PMI,1998-10-01,1998-11-01,48.7,True
ISM_PMI,1998-11-01,1998-12-01,48.2,True
ISM_PMI,1998-12-01,1999-01-01,46.8,True
ISM_PMI,1999-01-01,1999-02-01,50.6,True
ISM_PMI,1999-02-01,1999-03-01,51.7,True
ISM_PMI,1999-03-01,1999-04-01,52.4,True
ISM_PMI,1999-04-01,1999-05-01,52.3,True
ISM_PMI,1999-05-01,1999-06-01,54.3,True
ISM_PMI,1999-06-01,1999-07-01,55.8,True
ISM_PMI,1999-07-01,1999-08-01,53.6,True
ISM_PMI,1999-08-01,1999-09-01,54.8,True
ISM_PMI,1999-09-01,1999-10-01,57.0,True
ISM_PMI,1999-10-01,1999-11-01,57.2,True
ISM_PMI,1999-11-01,1999-12-01,58.1,True
ISM_PMI,1999-12-01,2000-01-01,57.8,True
ISM_PMI,2000-01-01,2000-02-01,56.7,True
ISM_PMI,2000-02-01,2000-03-01,55.8,True
ISM_PMI,2000-03-01,2000-04-01,54.9,True
ISM_PMI,2000-04-01,2000-05-01,54.7,True
ISM_PMI,2000-05-01,2000-06-01,53.2,True
ISM_PMI,2000-06-01,2000-07-01,51.4,True
ISM_PMI,2000-07-01,2000-08-01,52.5,True
ISM_PMI,2000-08-01,2000-09-01,49.9,True
ISM_PMI,2000-09-01,2000-10-01,49.7,True
ISM_PMI,2000-10-01,2000-11-01,48.7,True
ISM_PMI,2000-11-01,2000-12-01,48.5,True
ISM_PMI,2000-12-01,2001-01-01,43.9,True
ISM_PMI,2001-01-01,2001-02-01,42.3,True
ISM_PMI,2001-02-01,2001-03-01,42.1,True
ISM_PMI,2001-03-01,2001-04-01,43.1,True
ISM_PMI,2001-04-01,2001-05-01,42.7,True
ISM_PMI,2001-05-01,2001-06-01,41.3,True
ISM_PMI,2001-06-01,2001-07-01,43.2,True
ISM_PMI,2001-07-01,2001-08-01,43.5,True
ISM_PMI,2001-08-01,2001-09-01,46.3,True
ISM_PMI,2001-09-01,2001-10-01,46.2,True
ISM_PMI,2001-10-01,2001-11-01,40.8,True
ISM_PMI,2001-11-01,2001-12-01,44.1,True
ISM_PMI,2001-12-01,2002-01-01,45.3,True
ISM_PMI,2002-01-01,2002-02-01,47.5,True
ISM_PMI,2002-02-01,2002-03-01,50.7,True
ISM_PMI,2002-03-01,2002-04-01,52.4,True
ISM_PMI,2002-04-01,2002-05-01,52.4,True
ISM_PMI,2002-05-01,2002-06-01,53.1,True
ISM_PMI,2002-06-01,2002-07-01,53.6,True
ISM_PMI,2002-07-01,2002-08-01,50.2,True
ISM_PMI,2002-08-01,2002-09-01,50.3,True
ISM_PMI,2002-09-01,2002-10-01,50.5,True
ISM_PMI,2002-10-01,2002-11-01,49.0,True
ISM_PMI,2002-11-01,2002-12-01,48.5,True
ISM_PMI,2002-12-01,2003-01-01,51.6,True
ISM_PMI,2003-01-01,2003-02-01,51.3,True
ISM_PMI,2003-02-01,2003-03-01,48.8,True
ISM_PMI,2003-03-01,2003-04-01,46.3,True
ISM_PMI,2003-04-01,2003-05-01,46.1,True
ISM_PMI,2003-05-01,2003-06-01,49.0,True
ISM_PMI,2003-06-01,2003-07-01,49.0,True
ISM_PMI,2003-07-01,2003-08-01,51.0,True
ISM_PMI,2003-08-01,2003-09-01,53.2,True
ISM_PMI,2003-09-01,2003-10-01,52.4,True
ISM_PMI,2003-10-01,2003-11-01,55.2,True
ISM_PMI,2003-11-01,2003-12-01,58.4,True
ISM_PMI,2003-12-01,2004-01-01,60.1,True
ISM_PMI,2004-01-01,2004-02-01,60.8,True
ISM_PMI,2004-02-01,2004-03-01,59.9,True
ISM_PMI,2004-03-01,2004-04-01,60.6,True
ISM_PMI,2004-04-01,2004-05-01,60.6,True
ISM_PMI,2004-05-01,2004-06-01,61.4,True
ISM_PMI,2004-06-01,2004-07-01,60.5,True
ISM_PMI,2004-07-01,2004-08-01,59.9,True
ISM_PMI,2004-08-01,2004-09-01,58.5,True
ISM_PMI,2004-09-01,2004-10-01,57.4,True
ISM_PMI,2004-10-01,2004-11-01,56.3,True
ISM_PMI,2004-11-01,2004-12-01,56.2,True
ISM_PMI,2004-12-01,2005-01-01,57.2,True
ISM_PMI,2005-01-01,2005-02-01,56.8,True
ISM_PMI,2005-02-01,2005-03-01,55.5,True
ISM_PMI,2005-03-01,2005-04-01,55.2,True
ISM_PMI,2005-04-01,2005-05-01,52.2,True
ISM_PMI,2005-05-01,2005-06-01,50.8,True
ISM_PMI,2005-06-01,2005-07-01,52.4,True
ISM_PMI,2005-07-01,2005-08-01,52.8,True
ISM_PMI,2005-08-01,2005-09-01,52.4,True
ISM_PMI,2005-09-01,2005-10-01,56.8,True
ISM_PMI,2005-10-01,2005-11-01,57.2,True
ISM_PMI,2005-11-01,2005-12-01,56.7,True
ISM_PMI,2005-12-01,2006-01-01,55.1,True
ISM_PMI,2006-01-01,2006-02-01,55.0,True
ISM_PMI,2006-02-01,2006-03-01,55.8,True
ISM_PMI,2006-03-01,2006-04-01,54.3,True
ISM_PMI,2006-04-01,2006-05-01,55.2,True
ISM_PMI,2006-05-01,2006-06-01,53.7,True
ISM_PMI,2006-06-01,2006-07-01,52.0,True
ISM_PMI,2006-07-01,2006-08-01,53.0,True
ISM_PMI,2006-08-01,2006-09-01,53.7,True
ISM_PMI,2006-09-01,2006-10-01,52.2,True
ISM_PMI,2006-10-01,2006-11-01,51.4,True
ISM_PMI,2006-11-01,2006-12-01,50.3,True
ISM_PMI,2006-12-01,2007-01-01,51.4,True
ISM_PMI,2007-01-01,2007-02-01,49.5,True
ISM_PMI,2007-02-01,2007-03-01,51.9,True
ISM_PMI,2007-03-01,2007-04-01,50.7,True
ISM_PMI,2007-04-01,2007-05-01,52.6,True
ISM_PMI,2007-05-01,2007-06-01,52.5,True
ISM_PMI,2007-06-01,2007-07-01,52.6,True
ISM_PMI,2007-07-01,2007-08-01,52.4,True
ISM_PMI,2007-08-01,2007-09-01,50.9,True
ISM_PMI,2007-09-01,2007-10-01,51.0,True
ISM_PMI,2007-10-01,2007-11-01,51.1,True
ISM_PMI,2007-11-01,2007-12-01,50.5,True
ISM_PMI,2007-12-01,2008-01-01,49.0,True
ISM_PMI,2008-01-01,2008-02-01,50.7,True
ISM_PMI,2008-02-01,2008-03-03,48.3,True
ISM_PMI,2008-03-01,2008-04-01,48.6,True
ISM_PMI,2008-04-01,2008-05-01,48.6,True
ISM_PMI,2008-05-01,2008-06-02,49.6,True
ISM_PMI,2008-06-01,2008-07-01,50.2,True
ISM_PMI,2008-07-01,2008-08-01,50.0,True
ISM_PMI,2008-08-01,2008-09-02,49.9,True
ISM_PMI,2008-09-01,2008-10-01,43.5,True
ISM_PMI,2008-10-01,2008-11-03,38.9,True
ISM_PMI,2008-11-01,2008-12-01,36.2,True
ISM_PMI,2008-12-01,2009-01-02,32.9,True
ISM_PMI,2009-01-01,2009-02-02,35.6,True
ISM_PMI,2009-02-01,2009-03-02,35.8,True
ISM_PMI,2009-03-01,2009-04-01,36.3,True
ISM_PMI,2009-04-01,2009-05-01,40.1,True
ISM_PMI,2009-05-01,2009-06-01,42.8,True
ISM_PMI,2009-06-01,2009-07-01,44.8,True
ISM_PMI,2009-07-01,2009-08-03,48.9,True
ISM_PMI,2009-08-01,2009-09-01,52.9,True
ISM_PMI,2009-09-01,2009-10-01,52.6,True
ISM_PMI,2009-10-01,2009-11-02,55.7,True
ISM_PMI,2009-11-01,2009-12-01,53.6,True
ISM_PMI,2009-12-01,2010-01-04,54.9,True
ISM_PMI,2010-01-01,2010-02-01,58.4,True
ISM_PMI,2010-02-01,2010-03-01,56.5,True
ISM_PMI,2010-03-01,2010-04-01,59.6,True
ISM_PMI,2010-04-01,2010-05-03,60.4,True
ISM_PMI,2010-05-01,2010-06-01,59.7,True
ISM_PMI,2010-06-01,2010-07-01,56.2,True
ISM_PMI,2010-07-01,2010-08-02,55.5,True
ISM_PMI,2010-08-01,2010-09-01,56.3,True
ISM_PMI,2010-09-01,2010-10-01,54.4,True
ISM_PMI,2010-10-01,2010-11-01,56.9,True
ISM_PMI,2010-11-01,2010-12-01,56.6,True
ISM_PMI,2010-12-01,2011-01-03,58.5,True
ISM_PMI,2011-01-01,2011-02-01,60.8,True
ISM_PMI,2011-02-01,2011-03-01,61.4,True
ISM_PMI,2011-03-01,2011-04-01,61.2,True
ISM_PMI,2011-04-01,2011-05-02,60.4,True
ISM_PMI,2011-05-01,2011-06-01,53.5,True
ISM_PMI,2011-06-01,2011-07-01,55.3,True
ISM_PMI,2011-07-01,2011-08-01,50.9,True
ISM_PMI,2011-08-01,2011-09-01,50.6,True
ISM_PMI,2011-09-01,2011-10-03,51.6,True
ISM_PMI,2011-10-01,2011-11-01,50.8,True
ISM_PMI,2011-11-01,2011-12-01,52.7,True
ISM_PMI,2011-12-01,2012-01-03,53.9,True
ISM_PMI,2012-01-01,2012-02-01,54.1,True
ISM_PMI,2012-02-01,2012-03-01,52.4,True
ISM_PMI,2012-03-01,2012-04-02,53.4,True
ISM_PMI,2012-04-01,2012-05-01,54.8,True
ISM_PMI,2012-05-01,2012-06-01,53.5,True
ISM_PMI,2012-06-01,2012-07-02,49.7,True
ISM_PMI,2012-07-01,2012-08-01,49.8,True
ISM_PMI,2012-08-01,2012-09-04,49.6,True
ISM_PMI,2012-09-01,2012-10-01,51.5,True
ISM_PMI,2012-10-01,2012-11-01,51.7,True
ISM_PMI,2012-11-01,2012-12-03,49.5,True
ISM_PMI,2012-12-01,2013-01-02,50.2,True
ISM_PMI,2013-01-01,2013-02-01,53.1,True
ISM_PMI,2013-02-01,2013-03-01,54.2,True
ISM_PMI,2013-03-01,2013-04-01,51.3,True
ISM_PMI,2013-04-01,2013-05-01,50.7,True
ISM_PMI,2013-05-01,2013-06-03,49.0,True
ISM_PMI,2013-06-01,2013-07-01,50.9,True
ISM_PMI,2013-07-01,2013-08-01,55.4,True
ISM_PMI,2013-08-01,2013-09-03,55.7,True
ISM_PMI,2013-09-01,2013-10-01,56.2,True
ISM_PMI,2013-10-01,2013-11-01,56.4,True
ISM_PMI,2013-11-01,2013-12-02,57.3,True
ISM_PMI,2013-12-01,2014-01-02,57.0,True
ISM_PMI,2014-01-01,2014-02-03,51.3,True
ISM_PMI,2014-02-01,2014-03-03,53.2,True
ISM_PMI,2014-03-01,2014-04-01,53.7,True
ISM_PMI,2014-04-01,2014-05-01,54.9,True
ISM_PMI,2014-05-01,2014-06-02,55.4,True
ISM_PMI,2014-06-01,2014-07-01,55.3,True
ISM_PMI,2014-07-01,2014-08-01,57.1,True
ISM_PMI,2014-08-01,2014-09-02,59.0,True
ISM_PMI,2014-09-01,2014-10-01,56.6,True
ISM_PMI,2014-10-01,2014-11-03,59.0,True
ISM_PMI,2014-11-01,2014-12-01,58.7,True
ISM_PMI,2014-12-01,2015-01-02,55.5,True
ISM_PMI,2015-01-01,2015-02-02,53.5,True
ISM_PMI,2015-02-01,2015-03-02,52.9,True
ISM_PMI,2015-03-01,2015-04-01,51.5,True
ISM_PMI,2015-04-01,2015-05-01,51.5,True
ISM_PMI,2015-05-01,2015-06-01,52.8,True
ISM_PMI,2015-06-01,2015-07-01,53.5,True
ISM_PMI,2015-07-01,2015-08-03,52.7,True
ISM_PMI,2015-08-01,2015-09-01,51.1,True
ISM_PMI,2015-09-01,2015-10-01,50.2,True
ISM_PMI,2015-10-01,2015-11-02,50.1,True
ISM_PMI,2015-11-01,2015-12-01,48.6,True
ISM_PMI,2015-12-01,2016-01-04,48.0,True
ISM_PMI,2016-01-01,2016-02-01,48.2,True
ISM_PMI,2016-02-01,2016-03-01,49.5,True
ISM_PMI,2016-03-01,2016-04-01,51.8,True
ISM_PMI,2016-04-01,2016-05-02,50.8,True
ISM_PMI,2016-05-01,2016-06-01,51.3,True
ISM_PMI,2016-06-01,2016-07-01,53.2,True
ISM_PMI,2016-07-01,2016-08-01,52.6,True
ISM_PMI,2016-08-01,2016-09-01,49.4,True
ISM_PMI,2016-09-01,2016-10-03,51.5,True
ISM_PMI,2016-10-01,2016-11-01,51.9,True
ISM_PMI,2016-11-01,2016-12-01,53.2,True
ISM_PMI,2016-12-01,2017-01-03,54.5,True
ISM_PMI,2017-01-01,2017-02-01,56.0,True
ISM_PMI,2017-02-01,2017-03-01,57.7,True
ISM_PMI,2017-03-01,2017-04-03,57.2,True
ISM_PMI,2017-04-01,2017-05-01,54.8,True
ISM_PMI,2017-05-01,2017-06-01,54.9,True
ISM_PMI,2017-06-01,2017-07-03,57.8,True
ISM_PMI,2017-07-01,2017-08-01,56.3,True
ISM_PMI,2017-08-01,2017-09-01,58.8,True
ISM_PMI,2017-09-01,2017-10-02,60.8,True
ISM_PMI,2017-10-01,2017-11-01,58.7,True
ISM_PMI,2017-11-01,2017-12-01,58.2,True
ISM_PMI,2017-12-01,2018-01-03,59.7,True
ISM_PMI,2018-01-01,2018-02-01,59.1,True
ISM_PMI,2018-02-01,2018-03-01,60.8,True
ISM_PMI,2018-03-01,2018-04-02,59.3,True
ISM_PMI,2018-04-01,2018-05-01,57.3,True
ISM_PMI,2018-05-01,2018-06-01,58.7,True
ISM_PMI,2018-06-01,2018-07-02,60.2,True
ISM_PMI,2018-07-01,2018-08-01,58.1,True
ISM_PMI,2018-08-01,2018-09-04,61.3,True
ISM_PMI,2018-09-01,2018-10-01,59.8,True
ISM_PMI,2018-10-01,2018-11-01,57.7,True
ISM_PMI,2018-11-01,2018-12-03,59.3,True
ISM_PMI,2018-12-01,2019-01-03,54.3,True
ISM_PMI,2019-01-01,2019-02-01,56.6,True
ISM_PMI,2019-02-01,2019-03-01,54.2,True
ISM_PMI,2019-03-01,2019-04-01,55.3,True
ISM_PMI,2019-04-01,2019-05-01,52.8,True
ISM_PMI,2019-05-01,2019-06-03,52.1,True
ISM_PMI,2019-06-01,2019-07-01,51.7,True
ISM_PMI,2019-07-01,2019-08-01,51.2,True
ISM_PMI,2019-08-01,2019-09-03,49.1,True
ISM_PMI,2019-09-01,2019-10-01,47.8,True
ISM_PMI,2019-10-01,2019-11-01,48.3,True
ISM_PMI,2019-11-01,2019-12-02,48.1,True
ISM_PMI,2019-12-01,2020-01-03,47.8,True
ISM_PMI,2020-01-01,2020-02-03,50.9,True
ISM_PMI,2020-02-01,2020-03-02,50.1,True
ISM_PMI,2020-03-01,2020-04-01,49.1,True
ISM_PMI,2020-04-01,2020-05-01,41.5,True
ISM_PMI,2020-05-01,2020-06-01,43.1,True
ISM_PMI,2020-06-01,2020-07-01,52.6,True
ISM_PMI,2020-07-01,2020-08-03,54.2,True
ISM_PMI,2020-08-01,2020-09-01,56.0,True
ISM_PMI,2020-09-01,2020-10-01,55.4,True
ISM_PMI,2020-10-01,2020-11-02,59.3,True
ISM_PMI,2020-11-01,2020-12-01,57.5,True
ISM_PMI,2020-12-01,2021-01-05,60.5,True
ISM_PMI,2021-01-01,2021-02-01,58.7,True
ISM_PMI,2021-02-01,2021-03-01,60.8,True
ISM_PMI,2021-03-01,2021-04-01,64.7,True
ISM_PMI,2021-04-01,2021-05-03,60.7,True
ISM_PMI,2021-05-01,2021-06-01,61.2,True
ISM_PMI,2021-06-01,2021-07-01,60.6,True
ISM_PMI,2021-07-01,2021-08-02,59.5,True
ISM_PMI,2021-08-01,2021-09-01,59.9,True
ISM_PMI,2021-09-01,2021-10-01,61.1,True
ISM_PMI,2021-10-01,2021-11-01,60.8,True
ISM_PMI,2021-11-01,2021-12-01,61.1,True
ISM_PMI,2021-12-01,2022-01-04,58.8,True
ISM_PMI,2022-01-01,2022-02-01,57.6,True
ISM_PMI,2022-02-01,2022-03-01,58.6,True
ISM_PMI,2022-03-01,2022-04-01,57.1,True
ISM_PMI,2022-04-01,2022-05-02,55.4,True
ISM_PMI,2022-05-01,2022-06-01,56.1,True
ISM_PMI,2022-06-01,2022-07-01,53.0,True
ISM_PMI,2022-07-01,2022-08-01,52.8,True
ISM_PMI,2022-08-01,2022-09-01,52.8,True
ISM_PMI,2022-09-01,2022-10-03,50.9,True
ISM_PMI,2022-10-01,2022-11-01,50.2,True
ISM_PMI,2022-11-01,2022-12-01,49.0,True
ISM_PMI,2022-12-01,2023-01-04,48.4,True
ISM_PMI,2023-01-01,2023-02-01,47.4,True
ISM_PMI,2023-02-01,2023-03-01,47.7,True
ISM_PMI,2023-03-01,2023-04-03,46.3,True
ISM_PMI,2023-04-01,2023-05-01,47.1,True
ISM_PMI,2023-05-01,2023-06-01,46.9,True
ISM_PMI,2023-06-01,2023-07-03,46.0,True
ISM_PMI,2023-07-01,2023-08-01,46.4,True
ISM_PMI,2023-08-01,2023-09-01,47.6,True
ISM_PMI,2023-09-01,2023-10-02,49.0,True
ISM_PMI,2023-10-01,2023-11-01,46.7,True
ISM_PMI,2023-11-01,2023-12-01,46.7,True
ISM_PMI,2023-12-01,2024-01-03,47.1,True
ISM_PMI,2024-01-01,2024-02-01,49.1,True
ISM_PMI,2024-02-01,2024-03-01,47.8,True
ISM_PMI,2024-03-01,2024-04-01,50.3,True
ISM_PMI,2024-04-01,2024-05-01,49.2,True
ISM_PMI,2024-05-01,2024-06-03,48.7,True
ISM_PMI,2024-06-01,2024-07-01,48.5,True
ISM_PMI,2024-07-01,2024-08-01,46.8,True
ISM_PMI,2024-08-01,2024-09-03,47.2,True
ISM_PMI,2024-09-01,2024-10-01,47.2,True
ISM_PMI,2024-10-01,2024-11-01,46.5,True
ISM_PMI,2024-11-01,2024-12-02,48.4,True
ISM_PMI,2024-12-01,2025-01-03,49.2,True
ISM_PMI,2025-01-01,2025-02-03,50.9,True
ISM_PMI,2025-02-01,2025-03-03,50.3,True
ISM_PMI,2025-03-01,2025-04-01,49.0,True
ISM_PMI,2025-04-01,2025-05-01,48.7,True
ISM_PMI,2025-05-01,2025-06-02,48.5,True
ISM_PMI,2025-06-01,2025-07-01,49.0,True
ISM_PMI,2025-07-01,2025-08-01,48.0,True
ISM_PMI,2025-08-01,2025-09-02,48.7,True
ISM_PMI,2025-09-01,2025-10-01,49.1,True
ISM_PMI,2025-10-01,2025-11-03,48.7,True
ISM_PMI,2025-11-01,2025-12-01,48.2,True
ISM_PMI,2025-12-01,2026-01-05,47.9,True
ISM_PMI,2026-01-01,2026-02-02,52.6,True
ISM_PMI,2026-02-01,2026-03-02,52.4,True
ISM_PMI,2026-03-01,2026-04-01,52.7,True
ISM_PMI,2026-04-01,2026-05-01,52.7,True
ISM_PMI,2026-05-01,2026-06-01,54.0,True
ISM_PMI,2026-06-01,2026-07-01,53.3,True
ISM_PMI,2026-07-01,2026-08-03,55.6,True
